Restaurant,Location,Rating,Votes,Cost for 2,Opening Hours,Closing Hours,Cuisines,Highlights,Featured in,Known for,Favourite Food,Favourite Service,Favourite Look,Recommended Dishes,Cuisines Colours
Box8,Whitefield,3.7,568,500,['11 AM'],['1 AM'],"North Indian, Biryani, Fast Food, Salad, Ice Cream","['Home Delivery', 'Seating Not Available']",[],"['Indianmeals-All-in-1meals', 'FusionBox', 'Biryani', 'Wraps']","['DalMakhaniRice', 'GulabJamun', 'DalMakhaniMeal', 'TawaParatha']",[],[],[],"0, 4, 3, 30, 14"
Delhi Walle,Whitefield,2.9,58,250,['11 AM'],['1030 PM'],North Indian,"['Home Delivery', 'Vegetarian Only']",[],[],[],[],[],[],0
Kettle & Kegs,Whitefield,NA,Not enough,200,['9 AM'],['11 PM'],Tea,"['Delivery Only', 'Seating Not Available']",[],[],[],[],[],[],38
Dosa N Grill Restaurant,Whitefield,3,56,400,['730 AM'],['11 PM'],"Chinese, North Indian","['Breakfast', 'Home Delivery', 'Serves Halal  \xc2\xa0', 'Wallet Accepted']",[],[],[],[],[],[],"1, 0"
Flavors Restaurant,Whitefield,2.7,515,700,['12 No'],['11 PM'],"North Indian, Chinese","['Home Delivery', 'Wine']",[],[],[],[],[],[],"0, 1"
Kolkata Biriyani,Whitefield,2.6,564,300,['11 AM'],['1030 PM'],"Biryani, Bengali",['Home Delivery'],[],[],"['ChickenKasha', 'MuttonBiryani']",[],[],[],"4, 29"
Dunkin' Donuts,Whitefield,3.5,553,550,['11 AM'],['11 PM'],"Cafe, Fast Food, Desserts, Burger","['Home Delivery', 'Desserts and Bakes']",[],[],"['Coffee', 'ChocolateDonut']",[],[],[],"7, 3, 5, 25"
Chandrika Tiffins,Whitefield,NA,Not enough,300,['830 AM'],['10 PM'],North Indian,"['Breakfast', 'Home Delivery', 'Seating Not Available', 'Vegetarian Only']",[],[],[],[],[],[],0
Siddharth Restaurant,Whitefield,2.5,512,400,['12 No'],['11 PM'],"North Indian, Chinese",['Home Delivery'],[],[],[],[],[],[],"0, 1"
Sizzler's Cafe,Whitefield,1.9,566,550,['11 AM'],['11 PM'],"Chinese, Fast Food, South Indian",[],[],[],"['DimSum', 'ChickenBarbecueSizzler']",[],[],[],"1, 3, 2"
Kidilum,Whitefield,3.5,540,350,"['830 AM', '7 PM']","['330 PM', '1030 PM']","Kerala, Chinese",['Home Delivery'],[],[],"['BeefFry', 'Appam', 'KarelaParatha', 'FishBiryani', 'FishCurry']",[],[],[],"16, 1"
Hotel Nisarga Restaurant,Whitefield,NA,Not enough,300,['6 AM'],['12 Mi'],"Chinese, North Indian","['Breakfast', 'Home Delivery']",[],[],[],[],[],[],"1, 0"
Hari Hotel Raagi Ruchi,Whitefield,NA,Not enough,300,"['8 AM', '7 PM']","['330 PM', '1030 PM']",South Indian,['Breakfast'],[],[],[],[],[],[],2
Hotel Alpha,Whitefield,2.9,594,600,"['12 No', '7 PM']","['4 PM', '10 PM']","Biryani, North Indian, Chinese",['Home Delivery'],[],[],"['ChickenBiryani', 'MuttonBiryani', 'KalmiKebab', 'GunturChicken']",[],[],[],"4, 0, 1"
Have More,Whitefield,NA,Not enough,300,['10 AM'],['430 PM'],"North Indian, Chinese",[],[],[],[],[],[],[],"0, 1"
Vaibhava Sagar,Whitefield,3.2,528,200,['7 AM'],['10 PM'],"South Indian, Chinese, North Indian","['Breakfast', 'Vegetarian Only', 'Outdoor Seating']",[],[],[],[],[],[],"2, 1, 0"
Kesar Sweet Shop and Fast Food,Whitefield,3.9,5817,500,['730 AM'],['10 PM'],"North Indian, Street Food, South Indian","['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Desserts and Bakes']",[],['theirtraditionalIndiansweets'],"['Jalebi', 'CholeBhature', 'Kulfi', 'OnionKachori', 'Dhokla', 'Buttermilk']",[],[],[],"0, 9, 2"
Biryani Pot,Whitefield,2.7,54,500,['11 AM'],['3 AM'],Biryani,"['Home Delivery', 'Seating Not Available']",[],[],[],[],[],[],4
Thalassery Restaurant,Whitefield,2.6,5198,500,['1130 AM'],['1130 PM'],"North Indian, Chinese, Kerala",['Home Delivery'],[],[],"['Appam', 'KadalaCurry', 'ThalasseryBiryani', 'KarelaParatha', 'ChickenFry', 'BananaFry']",[],[],[],"0, 1, 16"
Laale Da Dhaba,Whitefield,3.1,58,150,['12 No'],['11 PM'],"North Indian, Street Food",['Vegetarian Only'],[],[],[],[],[],[],"0, 9"
Friends Diner,Whitefield,2.4,532,700,"['1130 AM', '630 PM']","['4 PM', '11 PM']","Continental, Italian, Pizza","['Home Delivery', 'Outdoor Seating']",[],[],"['ChickenSteak', 'Cheeseballs', 'ColdCoffee']",[],[],[],"6, 10, 12"
Sardaar Ji,Whitefield,3.6,528,400,['12 No'],['11 PM'],"North Indian, Chinese",['Home Delivery'],[],[],[],[],[],[],"0, 1"
Angaar Biriyani,Whitefield,NA,Not enough,400,['11 AM'],['11 PM'],"Biryani, Chinese, Fast Food","['Home Delivery', 'Outdoor Seating']",[],[],[],[],[],[],"4, 1, 3"
Confident Amoon,Whitefield,3,56,700,"['730 AM', '1230 PM', '7 PM']","['1030 AM', '3 PM', '10 PM']",North Indian,['Wifi'],[],[],[],[],[],[],0
Nanda's Dine City,Whitefield,NA,Not enough,400,['7 AM'],['11 PM'],"South Indian, Andhra",['Home Delivery'],[],[],[],[],[],[],"2, 11"
Ambi's Kitchen,Whitefield,NA,Not enough,400,['7 AM'],['11 PM'],"Chettinad, South Indian","['Breakfast', 'Home Delivery', 'Outdoor Seating']",[],[],[],[],[],[],"35, 2"
Mambo Jambo,Whitefield,3.3,520,200,NA,NA,Fast Food,['Home Delivery'],[],[],[],[],[],[],3
La Fabrique de Tartes,Whitefield,NA,Not enough,300,['2 PM'],['6 PM'],French,"['Home Delivery', 'Seating Not Available']",[],[],[],[],[],[],42
,Whitefield,NA,Not enough,NA,NA,NA,,[],[],[],[],[],[],[],
Hotel Annapurna,Whitefield,NA,Not enough,400,['10 AM'],['11 PM'],"North Indian, Andhra",[],[],[],[],[],[],[],"0, 11"
Baskin Robbins,Whitefield,3.4,547,300,['10 AM'],['10 PM'],Ice Cream,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes']",[],[],[],[],[],[],14
The Diner,Whitefield,2.7,5110,700,['1130 AM'],['11 PM'],"North Indian, Chinese, Andhra, Biryani",['Home Delivery'],[],[],"['MuttonBiryani', 'HyderabadiBiryani']",[],[],[],"0, 1, 11, 4"
Cream & Fudge,Whitefield,3.6,545,200,['11 AM'],['11 PM'],"Ice Cream, Desserts","['Vegetarian Only', 'Desserts and Bakes']",[],[],['Fudge'],[],[],[],"14, 5"
Biriyani Zone,Whitefield,3.2,54,600,"['1030 AM', '630 PM']","['330 PM', '11 PM']","Biryani, North Indian",['Home Delivery'],[],[],[],[],[],[],"4, 0"
New Sree Rajalakshmi Sweets,Whitefield,NA,Not enough,300,['730 AM'],['930 PM'],Fast Food,"['Takeaway Only', 'Seating Not Available', 'Vegetarian Only', 'Desserts and Bakes']",[],[],[],[],[],[],3
Khader Bhai Hotel,Whitefield,NA,Not enough,300,['7 AM'],['10 PM'],North Indian,['Breakfast'],[],[],[],[],[],[],0
BBCUE - Vivanta By Taj,Whitefield,3.1,55,2400,['7 PM'],['10 PM'],Continental,"['Wheelchair Accessible', 'Full Bar Available', 'Outdoor SeatingWifi']",[],[],[],[],[],[],6
Mustard and Cress,Whitefield,3.8,5181,1200,"['11 AM', '7 PM']","['3 PM', '11 PM']","Mediterranean, Italian","['Full Bar Available', 'Outdoor SeatingValet Parking Available']",[],[],"['Beer', 'MintSalad', 'Lager', 'AppleFritters', 'PannaCotta', 'Tiramisu']",[],[],[],"27, 10"
Slounge - Lemon Tree Hotel,Whitefield,3.2,510,1500,['11 AM'],['11 PM'],Finger Food,"['Full Bar Available', 'WifiNightlife']",[],[],[],[],[],[],19
Springs,Whitefield,2.6,559,700,"['12 No', '7 PM']","['330 PM', '11 PM']","Andhra, North Indian, Chinese",['Home Delivery'],[],[],['Manchurian'],[],[],[],"11, 0, 1"
Noodle Bar,Whitefield,3.7,5834,1400,"['12 No', '7 PM']","['4 PM', '11 PM']",Chinese,"['Home Delivery', 'Full Bar Available']","['Pan-Asian delicacies', 'ICICI Bank Culinary Treats']",[],"['HakkaNoodle', 'ClearSoup', 'Momos', 'CrispyThreadPaneer', 'ChickenManchowSoup', 'SpringRoll']",['ServiceCourteousStaff'],[],[],1
Latitude - Vivanta By Taj,Whitefield,3.7,5251,2000,['24 Ho'],[],"North Indian, Continental, Asian, Italian","['Breakfast', 'Wheelchair Accessible', 'Full Bar Available', 'Smoking AreaLive Sports ScreeningOutdoor SeatingValet Parking Available']",[],[],"['Pancakes', 'Coffee', 'Waffles', 'BreakfastBuffet', 'LunchBuffet', 'Brownie']",['Look&FeelDecor'],[],[],"0, 6, 23, 10"
Hyderabadi Dum Biriyani,Whitefield,3.2,511,300,['12 No'],['11 PM'],Biryani,"['Home Delivery', 'Outdoor Seating']",[],[],[],[],[],[],4
Food Palace,Whitefield,NA,Not enough,450,['1130 AM'],['1030 PM'],"North Indian, Chinese",['Home Delivery'],[],[],[],[],[],[],"0, 1"
Delhi Belli,Whitefield,2.8,54,500,['1030 AM'],['1030 PM'],North Indian,"['Home Delivery', 'Seating Not Available']",[],[],[],[],[],[],0
Au Bon Pain,Whitefield,NA,Not enough,600,['9 AM'],['11 PM'],"Cafe, Bakery","['Breakfast', 'Home Delivery']",[],[],[],[],[],[],"7, 8"
Mega Bite,Whitefield,3.1,533,1100,"['12 No', '7 PM']","['3 PM', '11 PM']","North Indian, Chinese, South Indian, Continental","['Breakfast', 'Home Delivery', 'Wheelchair Accessible', 'Full Bar Available', 'BuffetWifi']",[],[],[],[],[],[],"0, 1, 2, 6"
Halftime,Whitefield,NA,Not enough,200,['11 AM'],['11 PM'],"North Indian, Chinese",['Home Delivery'],[],[],[],[],[],[],"0, 1"
We Foodie,Whitefield,NA,Not enough,300,['9 AM'],['11 PM'],"Bengali, North Indian","['Breakfast', 'Home Delivery', 'Outdoor Seating']",[],[],[],[],[],[],"29, 0"
Kapoor's Cafe,Whitefield,4,52242,650,"['10 AM', '7 PM']","['3 PM', '11 PM']",North Indian,"['Home Delivery', 'Vegetarian Only', 'Outdoor SeatingZomato Fulfilled Delivery']","['Flavours of Punjab', 'Veggie friendly']",[],"['MatkaLassi', 'PunjabiParatha', 'Rabri', 'DhabaDal', 'ChawalKiKheer', 'CheeseParatha']","['ServiceCourteousStaff', 'CourteousService']",['Look&FeelDhabaFeel'],"['FruitCream', 'DryFruitLassi', 'PaneerDegchiDelliwale', 'DhabeKiDal']",0
Calvin's,Whitefield,3.6,5155,800,['10 AM'],['11 PM'],"Desserts, Italian, Pizza","['Home Delivery', 'Wheelchair Accessible', 'Desserts and BakesOutdoor SeatingSmoking Area']",[],[],"['Waffles', 'SundayBrunch', 'ApplePie', 'ChickenSteak', 'OnionRings', 'MochaColdCoffee']",[],"['Look&FeelLovelyAmbience', 'Decor']",[],"5, 10, 12"
Gelato Italiano,Whitefield,2.8,530,200,['11 AM'],['11 PM'],Ice Cream,"['Home Delivery', 'Seating Not Available', 'Vegetarian Only', 'Desserts and Bakes']",[],[],['Kulfi'],[],[],[],14
Biggies Burger 'n' More,Whitefield,NA,Not enough,400,['1130 AM'],['1030 PM'],"Fast Food, Burger",['Smoking Area'],[],[],[],[],[],[],"3, 25"
Amoeba Sports Bar,Whitefield,2.9,5163,1000,['11 AM'],['11 PM'],"Continental, Chinese","['Full Bar Available', 'Nightlife']",[],[],['Cheeseballs'],[],[],[],"6, 1"
Only Parathas,Whitefield,2.7,527,250,['11 AM'],['11 PM'],North Indian,"['Vegetarian Only', 'Outdoor Seating']",[],[],[],[],[],[],0
The Fortkochi Connection,Whitefield,3.1,520,400,['11 AM'],['11 PM'],Kerala,['Outdoor Seating'],[],[],[],[],[],[],16
Daily Bread,Whitefield,2.5,520,500,['9 AM'],['1030 PM'],"Bakery, Fast Food, Italian, Desserts","['Home Delivery', 'Outdoor SeatingDesserts and Bakes']",[],[],[],[],[],[],"8, 3, 10, 5"
The Village Restaurant,Whitefield,3,55,200,['12 No'],['930 PM'],"North Indian, Chinese",['Home Delivery'],[],[],[],[],[],[],"0, 1"
Rahmaniya Karnataka Biryani,Whitefield,NA,Not enough,200,['11 AM'],['11 PM'],"Biryani, Chinese, Mughlai",[],[],[],[],[],[],[],"4, 1, 18"
Chatpata,Whitefield,NA,Not enough,450,['10 AM'],['10 PM'],"Chinese, North Indian",['Home Delivery'],[],[],[],[],[],[],"1, 0"
PMR Restaurant,Whitefield,NA,Not enough,300,['1130 AM'],['1130 PM'],North Indian,['Home Delivery'],[],[],[],[],[],[],0
Checkered Bar - MGM Mark,Whitefield,3.1,58,1200,['11 AM'],['11 PM'],"North Indian, Continental, Chinese","['Wheelchair Accessible', 'Full Bar Available', 'NightlifeWifi']",[],[],[],[],[],[],"0, 6, 1"
Hyderabad Biryani,Whitefield,2.9,517,600,"['12 No', '7 PM']","['330 PM', '1030 PM']","North Indian, Chinese, Biryani","['Home Delivery', 'Wifi']",[],[],[],[],[],[],"0, 1, 4"
Marigold Fine Dine Restaurant,Whitefield,3.8,5187,1500,"['12 No', '7 PM']","['330 PM', '11 PM']","Continental, Indian, Asian","['Home Delivery', 'Wine', 'Outdoor Seating']",[],[],"['PaneerMakhani', 'ChickenChettinad', 'GulabJamun', 'ManchowSoup', 'MalabarFishCurry', 'ChickenSoup']","['ServiceCourteousService', 'FriendlyStaff']",[],[],"6, 40, 23"
Ishwaryam,Whitefield,3,55,250,['7 AM'],['1030 PM'],"South Indian, Fast Food",[],[],[],[],[],[],[],"2, 3"
Cafe Buzzinga,Whitefield,3.7,5716,1000,['9 AM'],['11 PM'],"Cafe, Continental","['Breakfast', 'Outdoor SeatingPet FriendlySmoking AreaWallet AcceptedLive MusicValet Parking Available']",[],[],"['Breakfast', 'Pancakes', 'Omelette', 'HazelnutCoffee', 'Lemonade', 'PanCake']","['ServiceCourteousStaff', 'FriendlyStaff']","['Look&FeelDecor', 'OutdoorSeating']",[],"7, 6"
Sri Rajarajeshwari Andhra Mess,Whitefield,NA,Not enough,500,['7 AM'],['11 PM'],Andhra,['Home Delivery'],[],[],[],[],[],[],11
Cherry on Top,Whitefield,NA,Not enough,300,['12 No'],['10 PM'],"Chinese, Fast Food",['Vegetarian Only'],[],[],[],[],[],[],"1, 3"
Homies,Whitefield,NA,Not enough,600,['11 AM'],['11 PM'],Chinese,[],[],[],[],[],[],[],1
Mast Kalandar,Whitefield,2.1,5102,450,['12 No'],['11 PM'],North Indian,['Vegetarian Only'],[],[],"['GulabJamun', 'DalMakhani']",[],[],[],0
The Biriyani Chef,Whitefield,NA,Not enough,300,['11 AM'],['11 PM'],"Biryani, Mughlai","['Delivery Only', 'Seating Not Available']",[],[],[],[],[],[],"4, 18"
The Beer Cafe,Whitefield,3.8,5157,1300,['11 AM'],['1230 AM'],"Finger Food, North Indian, Chinese, Italian","['Serves Non Veg', 'Full Bar Available', 'Valet Parking AvailableSmoking AreaNightlifeOutdoor Seating']",['Best bars & pubs'],[],"['Brownie', 'Nachos', 'FriedChicken', 'CornBhel', 'PotatoWedges', 'ChickenSteak']",['ServiceFriendlyStaff'],['Look&FeelOutdoorSeating'],[],"19, 0, 1, 10"
BAO & Grill,Whitefield,NA,Not enough,300,['11 AM'],['11 PM'],"Chinese, Indonesian",['Outdoor Seating'],[],[],[],[],[],[],"1, 52"
Amrutha Hotel,Whitefield,NA,Not enough,300,"['1130 AM', '6 PM']","['330 PM', '1030 PM']","Andhra, North Indian",['Home Delivery'],[],[],[],[],[],[],"11, 0"
Neerav Chinese Cuisine,Whitefield,NA,Not enough,400,['12 No'],['11 PM'],Chinese,"['Home Delivery', 'Outdoor Seating']",[],[],[],[],[],[],1
Breakfast House,Whitefield,3.5,522,300,['7 AM'],['10 PM'],"South Indian, North Indian","['Breakfast', 'Wifi']",[],[],"['Coffee', 'Breakfast']",[],[],[],"2, 0"
Salt - Indian Restaurant - Bar & Grill,Whitefield,4.1,5528,1500,"['12 No', '630 PM']","['330 PM', '1045 PM']",North Indian,"['Full Bar Available', 'Outdoor SeatingSmoking Area']",[],[],"['MuttonSeekhKebab', 'Tiramisu', 'Brownie', 'LimeSoda', 'FishCurry', 'TandooriChicken']","['ServiceCourteousStaff', 'FriendlyStaff']",['Look&FeelDecor'],[],0
Mad Over Donuts,Whitefield,3.7,5100,250,['11 AM'],['11 PM'],Desserts,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes']",[],[],"['ChocolateDonut', 'ChocolateDecadence', 'DoubleTrouble', 'ChocoBomb']",[],[],[],5
Mani's Dum Biryani,Whitefield,NA,Not enough,750,['12 No'],['1015 PM'],Biryani,['Home Delivery'],['Brilliant biryanis'],[],[],[],[],[],4
Bhojanam,Whitefield,2.5,563,800,['10 AM'],['10 PM'],"North Indian, Chinese, Andhra",['Outdoor Seating'],[],[],"['VegThali', 'Buttermilk', 'PotBiryani']",[],[],[],"0, 1, 11"
Krispy Kreme,Whitefield,3.8,592,300,['9 AM'],['11 PM'],"Cafe, Desserts","['Breakfast', 'Vegetarian Only', 'Desserts and BakesOutdoor Seating']",[],[],"['Coffee', 'ChocolateDonut']",[],[],[],"7, 5"
Behrouz Biryani,Whitefield,3.5,560,600,['11 AM'],['11 PM'],Biryani,"['Delivery Only', 'Seating Not Available', 'Serves Halal']",[],['FreshIngredients'],"['BasmatiRice', 'PaneerBiryani']",[],[],[],4
Ambur Hot Dum Biryani,Whitefield,NA,Not enough,250,['11 AM'],['11 PM'],Biryani,[],[],[],[],[],[],[],4
Poha Junction,Whitefield,3.3,520,100,NA,NA,Street Food,"['Breakfast', 'Delivery Only', 'Seating Not Available', 'All Day Breakfast']",[],[],[],[],[],[],9
Cafe Coffee Day,Whitefield,NA,Not enough,450,['10 AM'],['11 PM'],Cafe,['Restricted Entry'],[],[],[],[],[],[],7
Ande Ka Funda,Whitefield,2.9,56,200,['8 AM'],['11 PM'],"Fast Food, North Indian","['Breakfast', 'Home Delivery', 'Outdoor Seating']",[],[],[],[],[],[],"3, 0"
M Bar - Bengaluru Marriott Hotel Whitefield,Whitefield,3.3,551,2000,['10 AM'],['11 PM'],Finger Food,"['Wheelchair Accessible', 'Full Bar Available', '4/5 StarWifiNightlife']",[],[],[],[],[],[],19
Bangalore Mandarin,Whitefield,4,5146,1100,"['12 No', '7 PM']","['330 PM', '11 PM']",Chinese,"['Home Delivery', 'Valet Parking Available']",[],[],"['KungPaoChicken', 'ClearSoup', 'ChickenSoup', 'MixedFriedRice', 'MustardChicken', 'CrispyNoodle']",[],[],[],1
By The Way,Whitefield,3.5,5280,600,"['12 No', '7 PM']","['330 PM', '11 PM']","North Indian, Chinese, Italian","['Home Delivery', 'Wheelchair Accessible', 'Serves Halal  \xc2\xa0', 'Wallet AcceptedSmoking AreaBuffet']",[],[],"['ManchowSoup', 'ChickenBiryani', 'ButterChicken', 'DalMakhani', 'ChickenCurry', 'PaneerMakhanwala']",[],"['Look&FeelElegantDecor', 'PeacefulEnvironment']","['ButterChicken', 'PaneerMakhanwala']","0, 1, 10"
Me And My Cake,Whitefield,NA,Not enough,500,['24 Ho'],[],"Bakery, Desserts","['Takeaway Only', 'Seating Not Available', 'Desserts and Bakes']",[],[],[],[],[],[],"8, 5"
The Square Table,Whitefield,3.5,543,1000,"['12 No', '7 PM']","['330 PM', '11 PM']","North Indian, Maharashtrian, South Indian",['Home Delivery'],[],[],"['DalMakhani', 'Samosa']",[],[],[],"0, 37, 2"
Hunan Express,Whitefield,3.3,531,550,['11 AM'],['11 PM'],Chinese,"['Home Delivery', 'Outdoor Seating']",[],[],[],[],[],[],1
Flavours of South,Whitefield,NA,Not enough,300,['11 AM'],['11 PM'],South Indian,['Outdoor Seating'],[],[],[],[],[],[],2
Sweet Nothings Couture Cupcakes,Whitefield,NA,Not enough,250,['11 AM'],['9 PM'],Desserts,"['Home Delivery', 'Seating Not Available', 'Desserts and Bakes']",[],[],[],[],[],[],5
The Ants Cafe & Store,Whitefield,3.8,554,800,['9 AM'],['830 PM'],Cafe,"['Breakfast', 'Home Delivery']",[],[],"['ScrambledEggs', 'Waffles', 'Bruschettas']",[],[],[],7
Cafe Palmyra,Whitefield,3.9,5104,1500,['24 Ho'],[],"Chinese, North Indian, Continental","['Full Bar Available', 'Outdoor SeatingSmoking Area']",['Sunday brunches'],[],['SundayBrunch'],[],[],[],"1, 0, 6"
Southern Chillies,Whitefield,3.4,523,300,"['1130 AM', '630 PM']","['430 PM', '1130 PM']",Andhra,['Home Delivery'],[],[],[],[],[],[],11
Samarun Biryani Restaurant,Whitefield,NA,Not enough,600,['11 AM'],['11 PM'],"North Indian, Chinese",['Home Delivery'],[],[],[],[],[],[],"0, 1"
The Grilled & Fried,Whitefield,3.1,54,300,['11 AM'],['11 PM'],Fast Food,[],[],[],[],[],[],[],3
Imperio Restaurant,Whitefield,2.7,5111,700,['12 No'],['11 PM'],"North Indian, Chinese","['Home Delivery', 'Serves Non Veg', 'Valet Parking AvailableWallet Accepted']",[],[],"['AlooParatha', 'ButterChicken', 'ChickenBiryani']",[],[],[],"0, 1"
Nagas,Whitefield,2.4,542,500,['1130 AM'],['1030 PM'],"Andhra, South Indian, Hyderabadi",[],[],[],['GulabJamun'],[],[],[],"11, 2, 33"
Kolkata New Style Famous Kati Roll,Whitefield,NA,Not enough,120,['11 AM'],['10 PM'],Street Food,['Outdoor Seating'],[],[],[],[],[],[],9
Rajgarh,Whitefield,NA,Not enough,1200,['7 PM'],['11 PM'],"North Indian, South Indian",[],[],[],[],[],[],[],"0, 2"
The Punjabi Park,Whitefield,3.2,514,500,['12 No'],['11 PM'],North Indian,"['Home Delivery', 'Vegetarian Only']",[],[],[],[],[],[],0
Mr Iyer's,Whitefield,2.9,513,300,['9 AM'],['9 PM'],"South Indian, Chinese",['Vegetarian Only'],[],[],[],[],[],[],"2, 1"
Imperials House,Whitefield,NA,Not enough,300,['11 AM'],['11 PM'],"Andhra, Chinese, North Indian",['Home Delivery'],[],[],[],[],[],[],"11, 1, 0"
,Whitefield,NA,Not enough,NA,NA,NA,,[],[],[],[],[],[],[],
LG Park Restaurant,Whitefield,NA,Not enough,500,['1130 AM'],['11 PM'],"North Indian, South Indian","['Home Delivery', 'Wifi']",[],[],[],[],[],[],"0, 2"
Malabar Mini Restaurant,Whitefield,NA,Not enough,400,['7 AM'],['11 PM'],"Kerala, South Indian, Chinese","['Breakfast', 'Home Delivery']",[],[],[],[],[],[],"16, 2, 1"
Punjabi by Nature,Whitefield,3.4,51049,2000,['12 No'],['11 PM'],North Indian,"['Home Delivery', 'Full Bar Available', 'WifiBuffetValet Parking Available']",['Microbreweries'],[],"['Jalebi', 'WheatBeer', 'Rabri', 'ButterChicken', 'Kheer', 'TandooriPaneer']",['ServiceFriendlyStaff'],"['Look&FeelLovelyAmbience', 'Decor']",[],0
Andhra Kafe,Whitefield,3.2,539,500,['11 AM'],['11 PM'],Andhra,[],[],[],"['ChickenBiryani', 'ChilliChicken']",[],[],[],11
24 Parganas,Whitefield,2.8,59,400,['11 AM'],['11 PM'],Bengali,"['Home Delivery', 'Outdoor Seating']",[],[],[],[],[],[],29
La Mirch,Whitefield,NA,Not enough,400,['24 Ho'],[],North Indian,"['Breakfast', 'Delivery Only', 'Seating Not Available']",[],[],[],[],[],[],0
Warm Oven,Whitefield,4.4,5562,350,['8 AM'],['12 Mi'],Bakery,"['Delivery Only', 'Seating Not Available', 'Desserts and Bakes']",['Just delivery'],[],"['Cupcake', 'EgglessCake', 'ChocolateCreamCake', 'PhotoCake', 'FruitCake', 'ChocolateTruffleCake']",[],[],[],8
Office Lunch Box,Whitefield,3.5,522,300,"['11 AM', '6 PM']","['3 PM', '10 PM']","Andhra, North Indian","['Delivery Only', 'Seating Not Available', 'Table booking not available']",[],[],[],[],[],[],"11, 0"
Chatori Katori,Whitefield,2.9,58,300,['10 AM'],['10 PM'],North Indian,['Outdoor Seating'],[],[],[],[],[],[],0
Delhi Restaurant,Whitefield,3.2,5145,350,"['11 AM', '7 PM']","['4 PM', '11 PM']","North Indian, Mughlai, Chinese",['Home Delivery'],[],[],"['DalMakhani', 'DalTadka', 'ChickenBiryani', 'PaneerButterMasala']",[],[],[],"0, 18, 1"
Punjabi Kitchen,Whitefield,2.9,5110,400,"['11 AM', '7 PM']","['4 PM', '11 PM']","Chinese, North Indian",['Home Delivery'],[],[],"['ChickenBiryani', 'ButterChicken', 'Lassi', 'ShawarmaRoll']",[],[],[],"1, 0"
Real Ambur Dum Biryani,Whitefield,NA,Not enough,250,['11 AM'],['11 PM'],"Biryani, Fast Food",['Home Delivery'],[],[],[],[],[],[],"4, 3"
Paramount Restaurant,Whitefield,2.8,510,450,['11 AM'],['11 PM'],"North Indian, Seafood",['Home Delivery'],[],[],[],[],[],[],"0, 20"
Green Hyderabad Biryani House,Whitefield,3.5,532,500,"['1130 AM', '7 PM']","['4 PM', '11 PM']","South Indian, North Indian, Chinese, Biryani",['Home Delivery'],[],[],"['MuttonBiryani', 'HyderabadiChickenBiryani']",[],[],[],"2, 0, 1, 4"
Shahi Darbar,Whitefield,NA,Not enough,500,['11 AM'],['11 PM'],"North Indian, Chinese",['Home Delivery'],[],[],[],[],[],[],"0, 1"
Snack Itt,Whitefield,NA,Not enough,200,['9 AM'],['9 PM'],Bakery,"['Home Delivery', 'Pre-Ordering RequiredDesserts and BakesHome Baker']",[],[],[],[],[],[],8
New Udupi Delicacy,Whitefield,2.9,519,250,['7 AM'],['1030 PM'],"Chinese, Indian, North Indian, South Indian",['Breakfast'],[],[],[],[],[],[],"1, 40, 0, 2"
4700BC Popcorn,Whitefield,3.4,522,400,['12 No'],['8 PM'],Fast Food,"['Home Delivery', 'Seating Not Available']",[],[],[],[],[],[],3
