Restaurant,Location,Rating,Votes,Cost for 2,Opening Hours,Closing Hours,Cuisines,Highlights,Featured in,Known for,Favourite Food,Favourite Service,Favourite Look,Recommended Dishes
Au Bon Pain,Whitefield,2.9,545,600,['8 AM'],['11 PM'],"Cafe, Bakery","['Breakfast', 'Outdoor SeatingDesserts and Bakes']",[],[],[],[],[],[]
Daily Bread,Whitefield,3.1,518,500,['9 AM'],['11 PM'],"Bakery, Fast Food, Italian, Desserts",['Desserts and Bakes'],[],[],[],[],[],[]
Mast Kalandar,Whitefield,2.4,580,450,['12 No'],['11 PM'],North Indian,"['Home Delivery', 'Vegetarian Only']",[],[],"['GulabJamun', 'DalMakhani', 'CholeBhature']",[],[],[]
Zayn's Hotel,Whitefield,NA,Not enough,500,['11 AM'],['11 PM'],"Chinese, North Indian",['Outdoor Seating'],[],[],[],[],[],[]
The Chocolate Room,Whitefield,2.8,5109,550,['10 AM'],['11 PM'],"Cafe, Fast Food, Desserts, Bakery","['Home Delivery', 'Wheelchair Accessible', 'Smoking AreaWifiDesserts and BakesOutdoor Seating']",[],[],"['ChickenSandwich', 'ChocolateBrownie', 'ChocolateCake', 'Waffles', 'HotChocolate']",[],[],[]
Shiv Sagar,Whitefield,2.8,57,250,['1030 AM'],['11 PM'],"South Indian, Street Food","['Vegetarian Only', 'Outdoor Seating']",[],[],[],[],[],[]
The Bawarchi,Whitefield,2.1,5106,400,"['12 No', '7 PM']","['4 PM', '2 AM']","Hyderabadi, North Indian, Chinese","['Home Delivery', 'Wallet AcceptedLive Music']",[],[],[],[],[],[]
Moriz Eatzone,Whitefield,2.9,512,450,['1130 AM'],['10 PM'],North Indian,"['Home Delivery', 'Serves Halal']",[],[],[],[],[],[]
Kailash Parbat,Whitefield,2.1,571,600,['11 AM'],['11 PM'],"North Indian, Street Food","['Vegetarian Only', 'Outdoor Seating']",[],[],"['CholeBhature', 'RajKachori', 'GulabJamun', 'Bhelpuri', 'Panipuri', 'DahiVada']",[],[],[]
Punjabi Charchay,Whitefield,NA,Not enough,600,"['11 AM', '630 PM']","['330 PM', '11 PM']","North Indian, Chinese",['Home Delivery'],[],[],[],[],[],[]
Purani Dehli,Whitefield,3.4,522,600,['11 AM'],['11 PM'],"North Indian, Street Food",['Vegetarian Only'],[],[],[],[],[],[]
Biergarten,Whitefield,4.1,5790,1500,['1130 AM'],['12 Mi'],"Continental, European","['Full Bar Available', 'WifiLive Sports ScreeningOutdoor SeatingSmoking AreaBuffetNightlifeLive MusicValet Parking Available']","['Live sports screenings', 'Sunday brunches', 'Microbreweries', 'Best bars & pubs']",[],"['WheatBeer', 'DimSum', 'MushroomGalauti', 'Nachos', 'LongIslandIcedTea', 'Stout']",[],"['Look&FeelDecor', 'LiveMusic']","['BgChickenWings', 'LemonSpicedChickenTikka', 'BarbecuedTofuBun']"
Kreme Delight,Whitefield,2.8,56,300,['1030 AM'],['12 Mi'],"Bakery, Desserts","['Home Delivery', 'Vegetarian Only', 'Desserts and BakesOutdoor Seating']",[],[],[],[],[],['BrownieSundae']
InstaMeal,Whitefield,NA,Not enough,450,['1030 AM'],['1030 PM'],"North Indian, Kerala, Andhra","['Delivery Only', 'Seating Not Available']",[],[],[],[],[],[]
Nagas,Whitefield,NA,Not enough,500,['11 AM'],['11 PM'],"Andhra, South Indian, Hyderabadi","['Home Delivery', 'Outdoor Seating']",[],[],[],[],[],[]
Aroi,Whitefield,3.6,564,1100,"['12 No', '7 PM']","['330 PM', '11 PM']","Chinese, Thai, Vietnamese, Malaysian, Singaporean, Burmese","['Home Delivery', 'Buffet']",[],[],"['DimSum', 'SaiwooChicken', 'ChickenLaksa', 'CrabSoup', 'SpicyChickenDumplings', 'GarlicNoodle']",[],[],[]
Hyderabad Cuisine Multicuisine Restaurant,Whitefield,3.3,5192,700,"['12 No', '7 PM']","['330 PM', '1030 PM']","North Indian, Chinese, Biryani","['Home Delivery', 'Outdoor SeatingWifi']",[],[],"['ChickenBiryani', 'HyderabadiBiryani', 'SpringRoll', 'ButterNaan', 'MuttonBiryani', 'Kulcha']",[],[],[]
Taste The Great,Whitefield,NA,Not enough,300,['11 AM'],['11 PM'],North Indian,"['Breakfast', 'Home Delivery']",[],[],[],[],[],[]
Treat Restaurant,Whitefield,3,59,300,['7 AM'],['11 PM'],"South Indian, North Indian, Chinese","['Breakfast', 'Home Delivery']",[],[],[],[],[],[]
APNA Hotel,Whitefield,NA,Not enough,300,['11 AM'],['11 PM'],"North Indian, Hyderabadi","['Breakfast', 'Home Delivery']",[],[],[],[],[],[]
Mr Gola,Whitefield,NA,Not enough,100,['11 AM'],['10 PM'],Desserts,"['Vegetarian Only', 'Outdoor SeatingDesserts and Bakes']",[],[],[],[],[],[]
Nandhini Deluxe,Whitefield,2.5,5167,800,"['1130 AM', '630 PM']","['330 PM', '11 PM']","Andhra, Chinese, North Indian","['Home Delivery', 'Full Bar Available']",[],[],"['AndhraMeal', 'AndhraStyleChilliChicken', 'ChickenBiryani', 'GunturChicken']",[],[],[]
McDonald's,Whitefield,2.9,530,500,['9 AM'],['11 PM'],Fast Food,"['Breakfast', 'Home Delivery']",[],[],[],[],[],[]
RICE BAR,Whitefield,NA,Not enough,500,['1030 AM'],['1030 PM'],"North Indian, Biryani","['Delivery Only', 'Seating Not Available']",[],[],[],[],[],[]
Madhruai Idly Shop,Whitefield,2.9,510,300,['630 AM'],['11 PM'],South Indian,"['Breakfast', 'Vegetarian Only', 'Outdoor Seating']",[],[],[],[],[],[]
The Coffee Bean & Tea Leaf,Whitefield,3.1,570,700,['10 AM'],['11 PM'],Cafe,[],[],[],"['Muffins', 'BlueberryCheesecake', 'HotChocolate']",[],[],[]
Maria Restaurant,Whitefield,2.9,55,350,['12 No'],['11 PM'],"Chinese, North Indian, South Indian, Kerala",['Home Delivery'],[],[],[],[],[],[]
Better Batter Baker,Whitefield,NA,Not enough,300,['10 AM'],['8 PM'],"Bakery, Desserts","['Takeaway Only', 'Seating Not Available', 'Desserts and Bakes']",[],[],[],[],[],[]
Oven Fresh,Whitefield,2.8,518,550,['10 AM'],['10 PM'],"Bakery, Fast Food",['Home Delivery'],[],[],[],[],[],[]
Jagannath Hotel,Whitefield,NA,Not enough,400,NA,NA,"Bengali, North Indian, Oriya","['Breakfast', 'Home Delivery', 'Outdoor SeatingServes Jain Food']",[],[],[],[],[],[]
4 Seasons Restaurant,Whitefield,2.5,5304,1000,['12 No'],['1030 PM'],"Seafood, North Indian, Chinese, Lebanese, Middle Eastern","['Home Delivery', 'Buffet']",[],[],"['ChickenBiryani', 'HyderabadiBiryani', 'LunchBuffet', 'MuttonBiryani', 'ButterNaan', 'VanillaIceCream']",[],[],[]
Ice Cream Works,Whitefield,NA,Not enough,200,['11 AM'],['1030 PM'],Desserts,"['Vegetarian Only', 'Outdoor SeatingDesserts and Bakes']",[],[],[],[],[],[]
Dindigul Biriyani House,Whitefield,2.6,540,300,['11 AM'],['11 PM'],"South Indian, Biryani",[],[],[],[],[],[],[]
Copper Chimney,Whitefield,2.6,5762,1600,"['12 No', '7 PM']","['330 PM', '11 PM']","North Indian, Biryani","['Serves Non Veg', 'Full Bar Available']",[],[],"['Rabri', 'PaneerMasala', 'ButterChicken', 'ChickenBharta', 'MuttonBiryani', 'TandooriChicken']",[],[],[]
Tiffin Bar - Holiday Inn & Suites,Whitefield,3.5,527,2000,['3 PM'],['2 AM'],"North Indian, Chinese, Thai, Asian","['Full Bar Available', 'NightlifeOutdoor SeatingWifi']",[],[],[],[],[],[]
Palahaaram,Whitefield,NA,Not enough,500,['8 AM'],['9 PM'],Kerala,"['Breakfast', 'Home Delivery', 'Seating Not Available']",[],[],[],[],[],[]
Crunch Pizzas,Whitefield,2.8,512,600,['11 AM'],['1030 PM'],"Italian, Pizza",['Home Delivery'],[],[],[],[],[],[]
Snow Gola,Whitefield,3.3,514,150,['11 AM'],['1030 PM'],Desserts,"['Vegetarian Only', 'Desserts and Bakes']",[],[],[],[],[],[]
Squeez Juice Bar,Whitefield,3.5,538,400,['1030 AM'],['1030 PM'],"Juices, Fast Food","['Vegetarian Only', 'Outdoor Seating']",[],[],"['ColdCoffee', 'Waffles']",[],[],[]
Kolkata Famous Kati Roll,Whitefield,3.1,54,150,['11 AM'],['11 PM'],Fast Food,['Home Delivery'],[],[],[],[],[],[]
Glen's Bakehouse,Whitefield,3.9,578,800,['11 AM'],['11 PM'],"Bakery, Desserts, Cafe",['Desserts and Bakes'],[],[],"['Cupcake', 'ChickenSoup', 'HotChocolate']",[],[],[]
Mad Over Donuts,Whitefield,4.1,5273,250,['11 AM'],['11 PM'],Desserts,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes']",[],[],"['ChocolateDonut', 'ChocoBomb', 'ChocolateDecadence', 'ChocolateBomb', 'MeltedChocolate']",[],[],[]
Biriyani house,Whitefield,NA,Not enough,350,"['11 AM', '7 PM']","['330 PM', '11 PM']",Andhra,['Home Delivery'],[],[],[],[],[],[]
FreshMenu,Whitefield,3.5,5380,500,['8 AM'],['1030 PM'],"Asian, Continental, Mediterranean, Salad, American","['Breakfast', 'Delivery Only', 'Seating Not Available', 'Serves Halal']",['Just delivery'],[],"['ChocolateMousse', 'FishCake', 'PotatoWedges', 'ChickenSandwich', 'CaesarSalad', 'GrilledChicken']",[],[],[]
Curry Point,Whitefield,NA,Not enough,300,"['630 AM', '1230 PM', '7 PM']","['1030 AM', '4 PM', '10 PM']",North Indian,"['Breakfast', 'Home Delivery']",[],[],[],[],[],[]
Food Mood India,Whitefield,NA,Not enough,500,['10 AM'],['10 PM'],Biryani,['Home Delivery'],[],[],[],[],[],[]
Masala Chai,Whitefield,3.9,5134,250,['10 AM'],['10 PM'],"Cafe, Fast Food","['Breakfast', 'Home Delivery']",[],[],"['MasalaChai', 'CuttingChai', 'IceTea', 'Samosa', 'MasalaOmelette', 'MasalaTea']",[],[],[]
Blend - Royal Orchid Suites,Whitefield,3.1,520,1200,['11 AM'],['11 PM'],"Chinese, North Indian","['Wheelchair Accessible', 'Full Bar Available', 'Valet Parking AvailableSmoking AreaWifiOutdoor Seating']",[],[],[],[],[],[]
Hyderabadi Nawab,Whitefield,2.9,57,950,"['12 No', '7 PM']","['330 PM', '11 PM']",Hyderabadi,['Home Delivery'],[],[],[],[],[],[]
Imperial House,Whitefield,2.9,512,700,"['1130 AM', '7 PM']","['4 PM', '11 PM']","North Indian, South Indian, Chinese","['Home Delivery', 'Wheelchair Accessible', 'Outdoor SeatingSmoking Area']",[],[],[],[],[],[]
The Fat Chef,Whitefield,4,51206,1400,"['11 AM', '6 PM']","['330 PM', '11 PM']","Japanese, Italian, American, Asian, North Indian","['Home Delivery', 'Wine', 'Outdoor SeatingSmoking Area']",[],[],"['CaesarSalad', 'PepperChickenSteak', 'PeriPeriChickenPizza', 'BeefSteak', 'KhaoSuey', 'Sangria']","['ServiceCourteousStaff', 'FriendlyStaff']","['Look&FeelLovelyAmbience', 'Decor']",[]
Goli Vad Pav No 1,Whitefield,3.1,54,100,['10 AM'],['1030 PM'],Street Food,"['Home Delivery', 'Vegetarian Only']",[],[],[],[],[],[]
Five Star Chicken,Whitefield,NA,Not enough,300,['11 AM'],['11 PM'],Fast Food,"['Home Delivery', 'Serves Halal']",[],[],[],[],[],[]
Grill Point,Whitefield,2.9,513,400,['12 No'],['11 PM'],"North Indian, Chinese","['Home Delivery', 'Outdoor Seating']",[],[],[],[],[],[]
Khan Saheb Grills and Rolls,Whitefield,3.6,5218,400,['1230 PM'],['1030 PM'],Fast Food,"['Home Delivery', 'Outdoor Seating']",[],[],"['ChickenTikkaRoll', 'ChickenBhunaRoll', 'Lassi', 'PaneerBhurjiRoll', 'PaneerTikkaRoll', 'ChickenBiryani']",[],[],[]
Cube Crest Cafe,Whitefield,3.1,59,750,"['1230 PM', '4 PM', '730 PM']","['330 PM', '7 PM', '1045 PM']","North Indian, Chinese",['Home Delivery'],[],[],[],[],[],[]
Chill,Whitefield,3.2,513,800,['11 AM'],['11 PM'],"North Indian, Chinese, Continental","['Wheelchair Accessible', 'Full Bar Available', 'Valet Parking AvailableWifi']",[],[],[],[],[],[]
Kritunga Restaurant,Whitefield,2.9,5212,600,"['12 No', '7 PM']","['4 PM', '11 PM']","Andhra, Biryani","['Home Delivery', 'Serves Non Veg']",[],[],"['PaneerBiryani', 'ChickenBiryani', 'PrawnBiryani', 'KeemaBiryani', 'MuttonFry', 'AndhraStyleBiryani']",[],[],[]
Foodhall,Whitefield,NA,Not enough,500,['10 AM'],['10 PM'],Street Food,"['Home Delivery', 'Outdoor Seating']",[],[],[],[],[],[]
Burger King,Whitefield,4,51346,500,['11 AM'],['11 PM'],"American, Fast Food, Burger","['Home Delivery', 'Wheelchair Accessible', 'Zomato Fulfilled Delivery']",[],['High-quality'],"['MuttonWhopper', 'ChickenTandoori', 'CheesyFries', 'ChickenWhopper', 'MuttonBurger', 'ChickenGrill']","['ServiceCourteousStaff', 'FriendlyStaff']",[],[]
Mughal Hyderbadi Dum biryani,Whitefield,NA,Not enough,400,['12 No'],['1030 PM'],Biryani,['Home Delivery'],[],[],[],[],[],[]
Tandooriwala,Whitefield,2.6,511,400,['11 AM'],['11 PM'],North Indian,"['Home Delivery', 'Outdoor Seating']",[],[],[],[],[],[]
Sri Guru Nalapaka Restaurant,Whitefield,3.1,510,550,['7 AM'],['10 PM'],"North Indian, South Indian, Chinese, Street Food, Desserts","['Breakfast', 'Home Delivery', 'Vegetarian Only']",[],[],[],[],[],[]
Rolls Mania,Whitefield,3.2,54,400,['12 No'],['11 PM'],Fast Food,['Home Delivery'],[],[],[],[],[],[]
Old Kavery Bakery & Sweets,Whitefield,NA,Not enough,100,['9 AM'],['10 PM'],"Mithai, Desserts","['Takeaway Only', 'Seating Not Available', 'Vegetarian Only', 'Desserts and Bakes']",[],[],[],[],[],[]
Cafe Coffee Day,Whitefield,2.8,516,450,['8 AM'],['1030 PM'],Cafe,['Outdoor Seating'],[],['PremiumoutletofCCD'],[],[],[],[]
Toasty's,Whitefield,NA,Not enough,500,['1130 AM'],['1030 PM'],Fast Food,['Outdoor Seating'],[],[],[],[],[],[]
VM Dhabha,Whitefield,NA,Not enough,150,"['1030 AM', '6 PM']","['3 PM', '1030 PM']",Fast Food,[],[],[],[],[],[],[]
Punjabi Tadka,Whitefield,NA,Not enough,500,"['11 AM', '7 PM']","['4 PM', '11 PM']",North Indian,[],[],[],[],[],[],[]
Aquagrill,Whitefield,3,517,1500,['7 AM'],['11 PM'],"Continental, North Indian","['Breakfast', 'Full Bar Available', 'Outdoor SeatingWifi']",[],[],[],[],[],[]
California Pizza Kitchen,Whitefield,3.3,5784,1200,['11 AM'],['11 PM'],"Italian, Pizza","['Home Delivery', 'Full Bar Available', 'Outdoor Seating']",[],[],"['BarbecueChickenPizza', 'Brownie', 'ThinCrustPizza', 'PeriPeriChicken', 'Tiramisu', 'Nachos']",['ServiceFriendlyStaff'],['Look&FeelDecor'],[]
Incanto - The Zuri,Whitefield,3.6,561,2500,"['1130 AM', '630 PM']","['330 PM', '1130 PM']",Italian,['Full Bar Available'],"['Luxury dining', 'Live music']",[],"['Spaghetti', 'Tiramisu']",['Look&FeelDecor'],[],[]
Afoozoo - Ginger Hotel,Whitefield,3.3,531,800,['7 AM'],['11 PM'],"North Indian, Chinese",[],[],[],[],[],[],[]
Chung Wah,Whitefield,2.6,5293,500,"['12 No', '7 PM']","['3 PM', '11 PM']",Chinese,"['Home Delivery', 'Zomato Fulfilled Delivery']",[],[],"['SpringRoll', 'ChickenLollipop', 'VegChowmein', 'SweetCornSoup', 'NasiGoreng', 'DragonRoll']",[],[],[]
Bhama New2De,Whitefield,NA,Not enough,200,NA,NA,"North Indian, Chinese, Italian","['Home Delivery', 'Seating Not Available', 'Variable MenuPre-Ordering Required']",[],[],[],[],[],[]
Pot Biryani,Whitefield,2.5,547,550,"['12 No', '7 PM']","['330 PM', '11 PM']","North Indian, Biryani","['Home Delivery', 'Serves Halal']",[],[],['DumBiryani'],[],[],[]
Nom Nom Restaurant,Whitefield,NA,Not enough,500,['11 AM'],['11 PM'],"Andhra, North Indian, Chinese","['Delivery Only', 'Seating Not Available']",[],[],[],[],[],[]
The Wok,Whitefield,3.1,549,500,['1130 AM'],['11 PM'],Chinese,"['Home Delivery', 'Outdoor Seating']",[],[],['ChopSuey'],[],[],[]
Veg Foodie's Express,Whitefield,3.1,514,200,['11 AM'],['9 PM'],North Indian,"['Delivery Only', 'Seating Not Available', 'Vegetarian Only']",[],[],[],[],[],[]
Khabbu.com,Whitefield,NA,Not enough,400,['9 AM'],['4 AM'],North Indian,"['Delivery Only', 'Seating Not Available', 'Vegetarian Only', 'Group MealVegetarian Friendly']",[],[],[],[],[],[]
Healthie Cycle,Whitefield,NA,Not enough,400,['1030 AM'],['1030 PM'],"Beverages, Desserts",['Desserts and Bakes'],[],[],[],[],[],[]
Petuk,Whitefield,2.9,519,600,['12 No'],['1030 PM'],Bengali,['Home Delivery'],[],[],[],[],[],[]
Ammi's Biryani,Whitefield,2.4,5121,500,['12 No'],['11 PM'],"Biryani, North Indian",['Home Delivery'],[],['Home-liketastewithnaturalingredientsenhancingtheflavourandaroma'],"['ChickenBiryani', 'MuttonBiryani', 'AchariAloo', 'VegBiryani', 'HyderabadiBiryani', 'Kheer']",[],[],[]
Tandoor Box,Whitefield,3.6,598,400,['1230 PM'],['1030 PM'],"Mughlai, North Indian","['Home Delivery', 'Wheelchair Accessible']",[],[],"['ButterChicken', 'TandooriMomos', 'ChickenTikka', 'MuttonKeemaParatha', 'TandooriChicken', 'SoyaChaap']",[],[],['ButterChicken']
Best,Whitefield,NA,Not enough,400,['11 AM'],['10 PM'],Fast Food,"['Home Delivery', 'Seating Not Available', 'Outdoor Seating']",[],[],[],[],[],[]
The Eatery - Four Points by Sheraton Bengaluru,Whitefield,3.6,5154,1700,['24 Ho'],[],"Continental, North Indian","['Breakfast', 'Wheelchair Accessible', 'Full Bar Available', 'BuffetValet Parking AvailableWifi']",[],[],"['BakedVegetables', 'LunchBuffet', 'AlooGobhi', 'SweetLimeSoda', 'Cheesecake']",['ServiceFriendlyService'],[],[]
Rolls On Wheels,Whitefield,2.7,519,300,['11 AM'],['930 PM'],Fast Food,['Home Delivery'],[],[],[],[],[],[]
Food And Biryani (FAB),Whitefield,NA,Not enough,500,['7 PM'],['230 AM'],"Biryani, North Indian, Mughlai","['Home Delivery', 'Seating Not Available', 'Wallet Accepted']",[],[],[],[],[],[]
Kittu's Chatreats,Whitefield,NA,Not enough,250,['1130 AM'],['10 PM'],North Indian,"['Home Delivery', 'Vegetarian Only']",[],[],[],[],[],[]
Royal Chef's,Whitefield,NA,Not enough,300,['8 AM'],['11 PM'],"North Indian, South Indian","['Breakfast', 'Home Delivery']",[],[],[],[],[],[]
Hottey Smokey,Whitefield,NA,Not enough,400,['11 AM'],['11 PM'],Fast Food,['Outdoor Seating'],[],[],[],[],[],[]
Cold Stone Creamery,Whitefield,4.1,5164,350,['11 AM'],['11 PM'],Ice Cream,"['Home Delivery', 'Desserts and BakesWifi']",['Frozen delights'],[],"['IceCreamCake', 'Brownie', 'ChocolateIceCream', 'ApplePie', 'Waffles', 'ChocolateDevotion']",[],[],[]
Meat and Eat,Whitefield,2.7,512,500,['11 AM'],['11 PM'],"Fast Food, Burger",['Home Delivery'],[],[],[],[],[],[]
Naga's,Whitefield,3.2,516,600,['11 AM'],['11 PM'],"Andhra, Hyderabadi","['Serves Halal  \xc2\xa0', 'Outdoor Seating']",[],[],[],[],[],[]
Dial A Chaat,Whitefield,3.7,5532,400,"['12 No', '530 PM']","['3 PM', '1030 PM']","North Indian, Street Food, Chinese","['Home Delivery', 'Vegetarian Only', 'Zomato Fulfilled Delivery']",['Pocket friendly'],[],"['StuffedParatha', 'RajKachori', 'CornCheeseKebab', 'PaneerKofta', 'PavBhaji', 'DahiPapdi']",[],[],[]
Imperia Restaurant,Whitefield,2.9,58,500,['1130 AM'],['11 PM'],"North Indian, Chinese, Arabian",['Home Delivery'],[],[],[],[],[],[]
Bhagyalakshmi,Whitefield,NA,Not enough,250,['11 AM'],['11 PM'],North Indian,['Home Delivery'],[],[],[],[],[],[]
Shanmukha,Whitefield,2.6,536,700,"['12 No', '7 PM']","['4 PM', '11 PM']","North Indian, Biryani, Chinese",['Home Delivery'],[],[],[],[],[],[]
Windmills Craftworks,Whitefield,4.6,54123,2500,['12 No'],['1 AM'],"American, North Indian","['Wheelchair Accessible', 'Full Bar Available', 'Valet Parking AvailableSmoking AreaWifiOutdoor SeatingNightlife']","['Microbreweries', 'Best bars & pubs']",[],"['KeemaPav', 'CraftBeer', 'VegBiryani', 'MuttonBiryani', 'PorkChops', 'BeerBatterFish']","['ServiceCourteousStaff', 'CourteousService']","['Look&FeelLovelyAmbience', 'CozyAmbience']",[]
Hamsa Kaun,Whitefield,3.3,513,600,['7 PM'],['11 PM'],North Indian,"['Home Delivery', 'Wheelchair Accessible', 'Outdoor SeatingSmoking Area']",[],[],[],[],[],[]
Nasi And Mee,Whitefield,4,533,1000,['12 No'],['11 PM'],"Asian, Malaysian, Thai, Singaporean, Chinese",['WifiFree Parking'],['Newly opened'],[],"['PadThai', 'CurryNoodle', 'DimSum', 'LemonGingerSpritzer']",[],[],[]
Thai & Chinese Fast Food,Whitefield,NA,Not enough,400,['1030 AM'],['1030 PM'],"Chinese, Thai",['Home Delivery'],[],[],[],[],[],[]
Gongura,Whitefield,2.5,526,300,['11 AM'],['11 PM'],"Andhra, North Indian, South Indian",['Outdoor Seating'],[],[],"['CholeBhature', 'PotBiryani']",[],[],[]
SLV Andhra Spice,Whitefield,NA,Not enough,400,['11 AM'],['11 PM'],Andhra,[],[],[],[],[],[],[]
Punna Da Dhaba,Whitefield,2.9,511,400,"['11 AM', '7 PM']","['4 PM', '11 PM']","North Indian, Chinese",['Home Delivery'],[],[],[],[],[],[]
Karachi Bakery,Whitefield,NA,Not enough,400,['11 AM'],['11 PM'],"Bakery, Desserts","['Takeaway Only', 'Seating Not Available', 'Desserts and Bakes']",[],[],[],[],[],[]
Sake - The Zuri,Whitefield,3.7,583,2600,['630 PM'],['1130 PM'],"Thai, Chinese, Asian","['Wheelchair Accessible', 'Full Bar Available', 'Outdoor SeatingValet Parking AvailableSmoking Area']",['Luxury dining'],[],"['Sushi', 'ClearSoup', 'SpringRoll', 'CrispyChicken', 'CoconutMilkSoup', 'JasmineRice']",['Look&FeelDecor'],[],['SpiderRoll(sushi)']
Cookie Man,Whitefield,2.8,516,150,['10 AM'],['10 PM'],Bakery,"['Home Delivery', 'Vegetarian Only', 'Desserts and Bakes']",[],[],[],[],[],[]
Just Bake,Whitefield,3.3,521,400,['10 AM'],['10 PM'],Bakery,"['Home Delivery', 'Desserts and Bakes']",[],[],[],[],[],[]
Cafesta,Whitefield,3.1,540,350,['1030 AM'],['11 PM'],"Cafe, Bakery, Desserts","['Home Delivery', 'Wheelchair Accessible', 'Desserts and BakesValet Parking AvailableLive Sports Screening']",[],[],"['Waffles', 'Cappuccino', 'Pancakes', 'ChocolatePastry', 'RoastedChicken']",[],[],[]
Mooch Marod,Whitefield,NA,Not enough,250,['11 AM'],['11 PM'],"Chinese, Street Food, Beverages",['Home Delivery'],[],[],[],[],[],[]
Chai Point,Whitefield,3.2,514,150,['7 AM'],['9 PM'],"Cafe, Fast Food","['Breakfast', 'Home Delivery']",[],"['Highquality', 'Indianstyle']",[],[],[],[]
Mayuri Delux Restaurant,Whitefield,NA,Not enough,550,"['12 No', '6 PM']","['4 PM', '11 PM']","Chinese, Indian, North Indian, South Indian",['Home Delivery'],[],[],[],[],[],[]
M Cafe - Bengaluru Marriott Hotel Whitefield,Whitefield,3.9,5574,2500,['24 Ho'],[],"North Indian, South Indian, American","['Breakfast', 'Wheelchair Accessible', 'Full Bar Available', 'Buffet4/5 StarValet Parking AvailableWifiLuxury Dining']","['Sunday brunches', 'Late night restaurants', 'Great breakfasts']",[],"['Rasmalai', 'MuttonBiryani', 'Breakfast', 'Rasgulla', 'Coffee', 'Kheer']",['ServiceCourteousStaff'],"['Look&FeelDecor', 'LiveMusic']","['PaneerButterMasala', 'DahiKeKebab']"
Sri Annapurna Mess,Whitefield,NA,Not enough,400,['11 AM'],['11 PM'],"Andhra, South Indian",[],[],[],[],[],[],[]
Hotel Devika,Whitefield,NA,Not enough,150,['7 AM'],['730 PM'],South Indian,"['Breakfast', 'Vegetarian Only']",[],[],[],[],[],[]
Zodiac,Whitefield,2.8,559,1500,['24 Ho'],[],"Italian, Mexican, Mediterranean, North Indian, Continental","['Breakfast', 'Wheelchair Accessible', 'Full Bar Available', 'BuffetValet Parking AvailableWifi']",[],[],"['LunchBuffet', 'DalMakhani']",[],[],[]
Mayuri Restarant,Whitefield,NA,Not enough,450,['11 AM'],['11 PM'],"Andhra, Chinese, North Indian","['Home Delivery', 'Full Bar Available']",[],[],[],[],[],[]
MPC's Shresta,Whitefield,2.8,514,350,['830 PM'],['4 AM'],"Biryani, Fast Food, Desserts, North Indian, Chinese, Salad, Ice Cream","['Home Delivery', 'Seating Not Available']",[],[],[],[],[],[]
